Mean steps per day 2019;;Mean steps per day 2020;;change;;;;Gem step 2019;Gem step 2020;;year;gender;bmi;living;stap_om_1_aantal;stap_om_2_aantal;stap_om_3_aantal;stap_om_4_aantal;stap_om_5_aantal;stap_om_6_aantal;stap_om_7_aantal;;Kolom1;Kolom3;Kolom4;Kolom5;Kolom6;Kolom7;Kolom8;Kolom9;Kolom10;Kolom11;Kolom12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anova: Two-Factor With Replication;;;;;;;;;;Gem step 2019;Gem step 2020;2019;bmi;living;stap_om_1_aantal;stap_om_2_aantal;stap_om_3_aantal;stap_om_4_aantal;stap_om_5_aantal;stap_om_6_aantal;stap_om_7_aantal;;Kolom1;Kolom3;Kolom4;Kolom5;Kolom6;Kolom7;Kolom8;Kolom9;Kolom10;Kolom11;Kolom12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Living with fam;7517,57;4042,142857;;18.7;Living_with_parents;4094,00;5949,00;2808,00;1454,00;17456,00;4546,00;16316,00;;2020,00;Female;22.6;Living_with_parents;1184,00;656,00;4272,00;8937,00;5597,00;1163,00;6486,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUMMARY;Gem step 2019;Gem step 2020;Total;;;;;;;4820,29;2605,857143;;19.7;Living_with_parents;5012,00;6055,00;4610,00;1609,00;7152,00;4187,00;5117,00;;;Female;19.9;Living_with_parents;1835,00;3540,00;1101,00;1022,00;2275,00;4622,00;3846,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Living with fam;;;;;;;;;;2526,285714;3404,714286;;24.8;Living_with_parents;4650,00;3658,00;2883,00;1476,00;0,00;0,00;5017,00;;;Female;18.7;Living_with_parents;3712,00;972,00;1330,00;1886,00;5415,00;3675,00;6843,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Count;39;39;78;;;;;;;4870,714286;1956,428571;;19.8;Living_with_parents;9221,00;5175,00;4586,00;1041,00;2125,00;5587,00;6360,00;;;Female;17.6;Living_with_parents;2364,00;1084,00;1538,00;2312,00;1737,00;1431,00;3229,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum;267549,5476;162583,6905;430133,2381;;;;;;;8776,571429;5495,285714;;22.2;Living_with_parents;6113,00;13245,00;22098,00;1235,00;4736,00;14009,00;0,00;;;Female;23;Living_with_parents;6041,00;7858,00;1042,00;2799,00;5911,00;8655,00;6161,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Average;6860,244811;4168,812576;5514,528694;;;;;;;8121,428571;5405;;19.5;Living_with_parents;7865,00;8060,00;5964,00;10024,00;14717,00;4115,00;6105,00;;;Female;18.7;Living_with_parents;4117,00;1584,00;4764,00;6044,00;5459,00;2686,00;13181,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Variance;4821785,578;2422818,026;5409729,645;;2019;2020;;;;5778;5155,142857;;20;Living_with_parents;4199,00;11562,00;6735,00;6902,00;383,00;3501,00;7164,00;;;Female;16.9;Living_with_parents;11631,00;2414,00;4204,00;4636,00;3574,00;3356,00;6271,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Standard error;351,6184404;249,245941;;;;;;;;8175,571429;2613,285714;;21;Living_with_parents;11508,00;7006,00;7155,00;4667,00;8076,00;7567,00;11250,00;;;Female;20.4;Living_with_parents;1394,00;124,00;2374,00;1598,00;2581,00;5408,00;4814,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moved;;;;;;;;;;7359,142857;3001;;20;Living_with_parents;14077,00;5818,00;8140,00;4064,00;4099,00;5019,00;10297,00;;;Female;18.7;Living_with_parents;1304,00;9834,00;351,00;2374,00;341,00;2581,00;4222,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Count;39;39;78;;;;;;;6404;2959,857143;;20.8;Living_with_parents;4905,00;7660,00;5738,00;4692,00;6182,00;4079,00;11572,00;;;Female;19.2;Living_with_parents;3270,00;3636,00;1328,00;1718,00;3172,00;3441,00;4154,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum;269416;149786,5714;419202,5714;;;;;;;6215,428571;7446,571429;;19.7;Living_with_parents;7959,00;4286,00;12838,00;1171,00;7625,00;4783,00;4846,00;;;Female;23;Living_with_parents;6319,00;9099,00;6922,00;9290,00;10042,00;5199,00;5255,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Average;6908,102564;3840,681319;5374,391941;;;;;;;7942,285714;2806,285714;;18.2;Living_with_parents;7215,00;7164,00;7635,00;10459,00;5619,00;10001,00;7503,00;;;Female;22;Living_with_parents;2008,00;902,00;519,00;4315,00;4907,00;480,00;6513,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Variance;3854734,543;3233804,234;5881057,129;;;;;;;6029,142857;3384;;22;Living_with_parents;4329,00;4277,00;11185,00;7320,00;4142,00;5818,00;5133,00;;;Female;25.4;Living_with_parents;NA;4492,00;0,00;1747,00;3382,00;1837,00;8846,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Standard error;314,3872568;287,954957;;;;;;;;6048,285714;5850;;19.4;Living_with_parents;9612,00;11649,00;5085,00;5468,00;3739,00;0,00;6785,00;;;Female;20;Living_with_parents;8321,00;2195,00;6038,00;5609,00;5077,00;6836,00;6874,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total;;;;;;;;;;9501,714286;4590,142857;;18.1;Living_with_parents;11663,00;10089,00;10532,00;6381,00;5840,00;10035,00;11972,00;;;Female;21;Living_with_parents;5982,00;3519,00;1735,00;7499,00;3364,00;3018,00;7014,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Count;78;78;;;;;;;;6620;4092,428571;;21;Living_with_parents;9061,00;9820,00;5146,00;410,00;8697,00;8815,00;4391,00;;;Female;20;Living_with_parents;2022,00;3837,00;3670,00;2045,00;5198,00;4372,00;7503,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sum;536965,5476;312370,2619;;;;;;;;4988,142857;6529,714286;;20.8;Living_with_parents;4160,00;5108,00;4996,00;2228,00;971,00;7520,00;9934,00;;;Female;20.4;Living_with_parents;5219,00;9176,00;4873,00;1979,00;3431,00;7989,00;13041,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Average;6884,173687;4004,746947;;;;;;;;4047,857143;1710,285714;;23;Living_with_parents;3702,00;470,00;8289,00;1063,00;2513,00;3196,00;9102,00;;;Female;NA;Living_with_parents;0,00;0,00;4396,00;1417,00;958,00;0,00;5201,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Variance;4282499,048;2818846,925;;;;;;;;3274,571429;2601,571429;;19.4;Living_with_parents;2607,00;4198,00;2799,00;2010,00;618,00;4782,00;5908,00;;;Female;18.4;Living_with_parents;2090,00;1467,00;3375,00;2913,00;3554,00;2493,00;2319,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;6987,142857;4571,428571;;22.6;Living_with_parents;5002,00;5788,00;6586,00;9510,00;5225,00;6865,00;9934,00;;;Female;21.6;Living_with_parents;4934,00;8001,00;2822,00;1992,00;3590,00;5797,00;4864,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;6025,571429;3168,571429;;21.6;Living_with_parents;8242,00;5733,00;3494,00;7133,00;1401,00;4155,00;12021,00;;;Female;21;Living_with_parents;558,00;4515,00;2979,00;4476,00;4465,00;214,00;4973,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANOVA;;;;;;;;;;6696,29;4790,857143;;20.6;Living_with_parents;5675,00;7552,00;14464,00;8719,00;2899,00;3486,00;4079,00;;;Female;21.2;Living_with_parents;5070,00;6372,00;11683,00;1997,00;794,00;7047,00;573,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Source of Variation;F;P-value;F crit;;;;;;;6555,285714;7117,142857;;20.9;Living_with_parents;8238,00;11563,00;5441,00;4342,00;1410,00;5325,00;9568,00;;;Female;16.6;Living_with_parents;20315,00;7181,00;3337,00;4047,00;4844,00;4498,00;5598,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Living;0,21;0,64;3,90;;;;;;;5369;4662,00;;20.2;Living_with_parents;5957,00;6613,00;6686,00;884,00;3898,00;8529,00;5016,00;;;Female;22.2;Living_with_parents;7053,00;3643,00;6864,00;1115,00;4222,00;7855,00;1882,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Year;90,24;0,00;3,90;;;;;;;4398,714286;5319,571429;;20.5;Living_with_parents;8876,00;3637,00;4508,00;1514,00;0,00;4016,00;8240,00;;;Female;17.6;Living_with_parents;13014,00;1509,00;3404,00;10546,00;3488,00;906,00;4370,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Interaction;0,38;0,54;3,90;;;;;;;5321,428571;2616,857143;;27.8;Living_with_parents;9304,00;1136,00;7600,00;5368,00;847,00;8703,00;4292,00;;;Female;18.6;Living_with_parents;1938,00;1719,00;1679,00;1631,00;4656,00;1118,00;5577,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;11218,14286;3568,285714;;23.6;Living_with_parents;18769,00;16589,00;7969,00;13499,00;6739,00;4564,00;10398,00;;;Female;NA;Living_with_parents;912,00;3766,00;4184,00;6053,00;4135,00;2019,00;3909,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;7826,285714;3042,857143;;19.9;Living_with_parents;11973,00;9937,00;14253,00;2907,00;4456,00;7818,00;3440,00;;;Female;21.6;Living_with_parents;885,00;3230,00;2347,00;2934,00;4595,00;3521,00;3788,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total;870156475,6;155;;;;;;;;5328;5820,14;;27.4;Living_with_parents;6605,00;7647,00;3817,00;4595,00;3210,00;5187,00;6235,00;;;Male;32;Living_with_parents;5176,00;6805,00;7072,00;5374,00;3201,00;6713,00;6400,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;5248,142857;3989,14;;19.8;Living_with_parents;6746,00;6253,00;10580,00;1042,00;2125,00;3643,00;6348,00;;;Male;24;Living_with_parents;2617,00;7028,00;2653,00;2418,00;1953,00;5656,00;5599,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hypothesis tests:;;;;;;;;;;9273,428571;4461,71;;17.5;Living_with_parents;12257,00;13984,00;12975,00;5560,00;11835,00;3957,00;4346,00;;;Male;23;Living_with_parents;5629,00;3245,00;8406,00;732,00;3532,00;4738,00;4950,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Living;;Year;;Interaction;;;;;;7075,142857;5001,00;;22;Living_with_parents;11955,00;11805,00;4847,00;7527,00;1859,00;4725,00;6808,00;;;Male;19.2;Living_with_parents;3100,00;3063,00;3044,00;700,00;5053,00;8047,00;12000,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
h0: mean steps_moved out=mean steps_living with parents;;h0:mean steps_2019=mean steps_2020;;h0: There is no interaction between gender & years;;;;;;11066,83333;2369,57;;19.4;Living_with_parents;13047,00;10023,00;5803,00;NA;4580,00;12947,00;20001,00;;;Male;NA;Living_with_parents;2649,00;3412,00;234,00;187,00;1901,00;3692,00;4512,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
h1: There is significant difference because of living with parents;;h1:There is significant difference because of year ;;h1: There is interaction between living & years;;;;;;6462,571429;3186,71;;26.3;Living_with_parents;10150,00;6388,00;3833,00;1270,00;2153,00;5031,00;16413,00;;;Male;21;Living_with_parents;3983,00;4243,00;1010,00;3279,00;3354,00;1804,00;4634,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
alpha=0,5;;alpha=0,5;;alpha=0,5;;;;;;6992,428571;2752,71;;20.2;Living_with_parents;9974,00;10973,00;3915,00;2789,00;4135,00;10870,00;6291,00;;;Male;26;Living_with_parents;2037,00;2564,00;688,00;2306,00;5362,00;2424,00;3888,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;13370;2933,00;;20.4;Living_with_parents;15240,00;18987,00;10376,00;8727,00;6281,00;11305,00;22674,00;;;Male;17.7;Living_with_parents;986,00;2183,00;8670,00;1016,00;3626,00;1017,00;3033,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anova test solution:;;Anova test solution:;;Anova test solution:;;;;;;10036,28571;3506,57;;20.4;Living_with_parents;12529,00;7272,00;16597,00;7013,00;5144,00;9046,00;12653,00;;;Male;19.9;Living_with_parents;3953,00;4242,00;1697,00;1717,00;3957,00;3226,00;5754,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F>Fcrit = False;;F>Fcrit = True;;F>Fcrit = False;;;;;;7072,714286;7485,00;;19.1;Living_with_parents;11487,00;9963,00;11537,00;5215,00;1668,00;5928,00;3711,00;;;Male;22;Living_with_parents;2166,00;8134,00;14987,00;9364,00;1946,00;13989,00;1809,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P-value<alpha= False;;P-value<alpha= True;;P-value<alpha= False;;;;;;6209,142857;6570,83;;19.3;Living_with_parents;4911,00;6657,00;4590,00;5886,00;5693,00;6343,00;9384,00;;;Male;21;Living_with_parents;NA;4596,00;11650,00;4883,00;5463,00;6531,00;6302,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
So reject h1;;So reject h0 ;;So reject h1 and conclude that there is evidence of no interaction;;;;;Moved;5511,857143;2314,00;;18.6;Living_with_parents;9485,00;6179,00;11517,00;5007,00;935,00;4334,00;4807,00;;;Male;22.3;Living_with_parents;5081,00;10818,00;4618,00;6124,00;7079,00;6699,00;5681,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;5402,857143;4795,57;;21;Living_with_parents;5232,00;6501,00;5430,00;7242,00;3829,00;4708,00;6755,00;;;Male;20.8;Living_with_parents;4470,00;2395,00;573,00;1385,00;889,00;874,00;1472,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;6931,285714;811,43;;16.75;Living_with_parents;5733,00;4824,00;3017,00;8297,00;615,00;5458,00;3560,00;;;Male;26.5;Living_with_parents;8711,00;1401,00;12035,00;2327,00;11713,00;2651,00;3745,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;7050,857143;4113,14;;24.78;Living_with_parents;5884,00;11863,00;3771,00;18166,00;1767,00;8794,00;12994,00;;;Male;20.2;Living_with_parents;3839,00;5847,00;13132,00;3935,00;4419,00;6533,00;14474,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;10312;5145,43;;25.5;Living_with_parents;2700,00;6783,00;6411,00;6010,00;2070,00;10056,00;4553,00;;;Male;21.8;Living_with_parents;3957,00;678,00;3832,00;816,00;3975,00;707,00;3147,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;8018,428571;3758,43;;18;Moved_out;9905,00;4295,00;5266,00;5373,00;3041,00;2545,00;7395,00;;;Male;22.9;Living_with_parents;408,00;1471,00;7364,00;5114,00;371,00;531,00;524,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;3873,285714;3842,71;;24.9;Moved_out;10285,00;4431,00;10584,00;2608,00;2041,00;6717,00;11853,00;;;Male;18.4;Living_with_parents;3758,00;5064,00;8557,00;1165,00;4235,00;2109,00;7142,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;5023,428571;5816,71;;21.8;Moved_out;5906,00;4997,00;6987,00;8054,00;7543,00;6789,00;9080,00;;;Male;19.9;Living_with_parents;6814,00;3749,00;713,00;811,00;0,00;523,00;13979,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;6482,571429;4504,14;;22;Moved_out;17107,00;10586,00;11085,00;6768,00;16327,00;3273,00;7038,00;;;Male;21;Living_with_parents;7228,00;4409,00;9121,00;1503,00;3784,00;1227,00;4731,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;7790,714286;4542,00;;23.1;Moved_out;9892,00;4183,00;4009,00;5616,00;6536,00;8117,00;17776,00;;;Male;17;Living_with_parents;8323,00;3242,00;7432,00;6588,00;4783,00;1693,00;8923,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;7470,857143;5355,29;;17.7;Moved_out;10466,00;3249,00;1002,00;1437,00;1015,00;4691,00;5253,00;;;NA;20;Living_with_parents;416,00;678,00;2479,00;1662,00;7445,00;4028,00;7435,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;8543,571429;8643,43;;23;Moved_out;4915,00;10179,00;6154,00;5264,00;28,00;2577,00;6047,00;;;NA;25;Living_with_parents;6036,00;8976,00;11672,00;7524,00;9373,00;8237,00;7626,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;12669,85714;3364,29;;19.8;Moved_out;3645,00;4909,00;5214,00;6207,00;7288,00;9579,00;8536,00;;;NA;18.1;Living_with_parents;4012,00;5531,00;941,00;3303,00;8345,00;3170,00;3412,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;8178,857143;3776,86;;17.8;Moved_out;8358,00;6610,00;7847,00;11650,00;8211,00;4459,00;7400,00;;;NA;17.9;Living_with_parents;2497,00;1308,00;1663,00;4654,00;5954,00;4616,00;1111,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;5980,714286;3073,71;;22.1;Moved_out;6717,00;6390,00;6019,00;8323,00;6941,00;10717,00;7189,00;;;NA;21.1;Living_with_parents;6046,00;1730,00;2105,00;152,00;2324,00;3732,00;4260,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;4159,571429;3325,00;;23;Moved_out;13176,00;11789,00;7345,00;1359,00;5233,00;5867,00;15036,00;;;Female;20.6;Moved_out;6000,00;1600,00;0,00;1450,00;1390,00;2599,00;3159,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;7337,428571;1520,29;;18.1;Moved_out;13960,00;4667,00;17426,00;29370,00;12706,00;1652,00;8908,00;;;Female;20;Moved_out;1652,00;2701,00;3827,00;10299,00;5119,00;3878,00;6093,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
